CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_middlegames_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
5rk1/r4pp1/1q1p1nnp/p3p3/Npb1P2P/P2PP1Q1/BPP2RP1/3R2K1 b - - 1 21,5rk1/r1q2pp1/3p1nnp/p3p3/Npb1P2P/P2PP1Q1/BPP2RP1/3R2K1 w - - 2 22,b6c7,0.09298,0.07475
3r2k1/ppp1n1pp/2n1b2q/1B1pPr2/3P1p2/2N2P2/PP1B1QPP/2R2RK1 w - - 4 17,3r2k1/ppp1n1pp/2n1b2q/1B1pPr2/3P1pP1/2N2P2/PP1B1Q1P/2R2RK1 b - g3 0 17,g2g4,0.49417,-0.32674
r2r1k2/p1p2ppp/6q1/2PPR3/3Q3P/8/6P1/5RK1 b - - 0 27,r3rk2/p1p2ppp/6q1/2PPR3/3Q3P/8/6P1/5RK1 w - - 1 28,d8e8,-0.54643,0.71351
4Rnk1/6q1/7r/3pP2p/2pP4/2P4N/5QP1/1b4K1 w - - 2 44,4Rnk1/6q1/7r/3pP1Np/2pP4/2P5/5QP1/1b4K1 b - - 3 44,h3g5,-0.16519,0.33193
r7/3bqppk/4p2p/pp1pP3/2r5/2P1N1R1/PP1Q1PPP/5RK1 b - - 5 23,r7/3bqppk/4p2p/pp1pP3/4r3/2P1N1R1/PP1Q1PPP/5RK1 w - - 6 24,c4e4,-0.44134,0.60813
r5qr/p1pk3p/2pppQp1/1N2n3/4P3/4P1P1/PPP4P/3R1RK1 b - - 1 19,r5qr/p1pk3p/2pppQp1/1N6/2n1P3/4P1P1/PPP4P/3R1RK1 w - - 2 20,e5c4,-0.15329,0.31991
6k1/1p1nr1rp/p1p1pp2/7q/3P1Q1N/1P2R2P/P4PP1/4R1K1 b - - 0 23,5nk1/1p2r1rp/p1p1pp2/7q/3P1Q1N/1P2R2P/P4PP1/4R1K1 w - - 1 24,d7f8,-0.25973,0.42644
1q1r1nk1/1b2bppp/pp1pp1n1/7N/B2PP1Q1/P3B3/1P1N1PPP/2R3K1 b - - 1 22,1qr2nk1/1b2bppp/pp1pp1n1/7N/B2PP1Q1/P3B3/1P1N1PPP/2R3K1 w - - 2 23,d8c8,-0.22224,0.38872
2rr2k1/5pp1/ppb1pn1p/q3N3/P1PP4/R3Q3/2B2PPP/3R2K1 b - - 1 25,2rr2k1/3n1pp1/ppb1p2p/q3N3/P1PP4/R3Q3/2B2PPP/3R2K1 w - - 2 26,f6d7,-0.1019,0.26841
3rr1k1/pp3pbp/2p3p1/3n2q1/3N4/Q3P2P/PP2BP2/2RRB1K1 w - - 1 24,3rr1k1/pp3pbp/2p3p1/3n2q1/3N4/Q3P2P/PP2BP2/2RRB2K b - - 2 24,g1h1,-0.10911,0.2753
r2r2k1/p1q1bpp1/2p2n1p/1p2p3/1P2P3/1bP2NN1/1P2QPPP/R1B1R1K1 w - - 3 17,r2r2k1/p1q1bpp1/2p2n1p/1p2p3/1P2P3/1bP1BNN1/1P2QPPP/R3R1K1 b - - 4 17,c1e3,-0.14784,0.314
1r4k1/2R2ppp/3p4/1b3N2/8/5nP1/4rPKP/2B2R2 b - - 4 27,1r4k1/2R2ppp/3p4/1b2rN2/8/5nP1/5PKP/2B2R2 w - - 5 28,e2e5,0.6443,-0.47863
3r2k1/1pq2pnp/1p1N2p1/3Q4/8/6P1/PP1R1P1P/6K1 b - - 2 25,3r2k1/1pq2pnp/3N2p1/1p1Q4/8/6P1/PP1R1P1P/6K1 w - - 0 26,b6b5,0.32722,-0.49325
r1b3k1/pp3rnp/2pq1ppQ/2p5/4PR1N/3P2NP/PPP3P1/R6K w - - 1 19,r1b3k1/pp3rnp/2pq1ppQ/2p5/4PR2/3P1NNP/PPP3P1/R6K b - - 2 19,h4f3,0.41616,-0.25124
3r1nk1/p2q1pb1/1p1B2pp/1PpQ4/R1N5/4P3/P4PPP/6K1 w - - 3 27,3r1nk1/p2q1pb1/1p1B2pp/1PpQ4/R1N4P/4P3/P4PP1/6K1 b - - 0 27,h2h4,-0.4152,0.58068
r1b1qrk1/1p2b1pp/p2pp3/2p5/4B3/1P4B1/P1PP1PPP/R2QR1K1 b - - 1 15,r1b1qrk1/1p2b1pp/p2p4/2p1p3/4B3/1P4B1/P1PP1PPP/R2QR1K1 w - - 0 16,e6e5,-0.35879,0.52424
1r2b1k1/6p1/1rp2p1p/4pP2/pqPpP1P1/R2P1N1P/1PQ5/1Rn3K1 w - - 0 39,1r2b1k1/6p1/1rp2p1p/4pP2/RqPpP1P1/3P1N1P/1PQ5/1Rn3K1 b - - 0 39,a3a4,-0.1418,0.307
6k1/pppb1ppp/8/2BP4/5PP1/2P3R1/PP1KQ2P/2r4q b - - 3 21,6k1/ppp2ppp/8/1bBP4/5PP1/2P3R1/PP1KQ2P/2r4q w - - 4 22,d7b5,0.77366,-0.60832
r2n1rk1/bp1q1ppp/p1pP4/4P3/2Q5/5N2/PP1B1RPP/5RK1 w - - 1 24,r2n1rk1/bp1q1ppp/p1pP4/4P3/2QN4/8/PP1B1RPP/5RK1 b - - 2 24,f3d4,0.10464,0.06055
4rnR1/1pp5/n3p2k/p2Pr3/2PN4/8/PPK4P/6R1 b - - 4 34,4rnR1/1pp5/4p2k/p2Pr3/1nPN4/8/PPK4P/6R1 w - - 5 35,a6b4,-0.14569,0.3108
r5k1/p1Bbnppp/q3p3/3p4/n2PP3/2P2PP1/5RBP/2NQ3K w - - 1 22,r5k1/p1Bbnppp/q3p3/3p4/n2PP3/1NP2PP1/5RBP/3Q3K b - - 2 22,c1b3,-0.46704,0.63207
1k1r3r/ppp1qp2/3b2p1/1P3n1p/Q1P1NP2/P2P3R/3B1P1P/4R1K1 b - - 0 23,1k1rr3/ppp1qp2/3b2p1/1P3n1p/Q1P1NP2/P2P3R/3B1P1P/4R1K1 w - - 1 24,h8e8,-0.05677,0.22176
r5rk/2p1qp2/p1pp1n2/4p2b/4P2Q/2PP4/P1PN1PPP/4RRK1 w - - 3 18,r5rk/2p1qp2/p1pp1n2/4p2b/4PP1Q/2PP4/P1PN2PP/4RRK1 b - - 0 18,f2f4,-0.45392,0.28911
r1bq1r2/ppp2p1k/1b1p2np/3P4/P1B1p3/6RN/5PPP/1N1Q1R1K w - - 4 18,r1bq1r2/ppp2p1k/1b1p2np/3P3Q/P1B1p3/6RN/5PPP/1N3R1K b - - 5 18,d1h5,-0.26103,0.42568
2r2rk1/1p1b2p1/p1q4p/3N4/3Q4/P2P1N2/1P4PP/1K2R3 b - - 0 24,2r2r1k/1p1b2p1/p1q4p/3N4/3Q4/P2P1N2/1P4PP/1K2R3 w - - 1 25,g8h8,-0.00079,0.16538
4r1k1/1b3p1p/1p1R2p1/pPp1q3/4P3/1P1Q2P1/P3P1BP/6K1 w - - 2 29,4r1k1/1b3p1p/1p1R2p1/pPp1q3/4P3/1P1Q1BP1/P3P2P/6K1 b - - 3 29,g2f3,0.54933,-0.38509
8/2r2k1p/1p1rp1pP/4RpP1/p1P2P2/2QP4/2P1NK2/7q w - - 3 44,8/2r2k1p/1p1rp1pP/1R3pP1/p1P2P2/2QP4/2P1NK2/7q b - - 4 44,e5b5,0.21408,-0.05021
r3k3/ppp3rp/1bn1p1q1/6B1/2ppN1P1/8/PPP2P1P/R2QR1K1 w q - 0 16,r3k3/ppp3rp/1bn1p1q1/6B1/2ppN1P1/5Q2/PPP2P1P/R3R1K1 b q - 1 16,d1f3,-0.00449,-0.15938
3q1r1r/pp1k1pRp/2n1b3/3N4/1P2P3/2PB4/P6Q/2K2R2 w - - 1 30,3q1r1r/pp1k1pRp/2n1bR2/3N4/1P2P3/2PB4/P6Q/2K5 b - - 2 30,f1f6,0.79351,-0.62975
r2q1r1k/p2nb1pp/b1p5/8/3P1N2/5NP1/PP3K1P/R1BQ3R b - - 2 16,r2q1r1k/p2nb2p/b1p5/6p1/3P1N2/5NP1/PP3K1P/R1BQ3R w - - 0 17,g7g5,0.23713,-0.40085
r2q2k1/pb4pp/1p2p2r/4Np2/1n1N1P2/1PQ5/PBPP2PP/4R1K1 b - - 0 21,r2q2k1/pb4pp/1p2p2r/4Np2/3N1P2/1PQ5/nBPP2PP/4R1K1 w - - 0 22,b4a2,-0.2118,0.37534
4r3/p4qk1/4nN2/3r2P1/1p1p1PQ1/4P3/PP6/2K3R1 b - - 1 33,4r3/p1q3k1/4nN2/3r2P1/1p1p1PQ1/4P3/PP6/2K3R1 w - - 2 34,f7c7,0.60983,-0.4465
r1b2rk1/p1q1bp1p/1p2p1p1/3n4/2NNP3/1BPQ3P/PP4P1/R4RK1 b - - 0 17,r4rk1/p1q1bp1p/bp2p1p1/3n4/2NNP3/1BPQ3P/PP4P1/R4RK1 w - - 1 18,c8a6,0.42138,-0.25813
2kr1b1r/pp3p1p/1np2R2/7Q/4P3/1NN1q3/PP4PP/R6K w - - 1 20,2kr1b1r/pp3p1p/1np2R2/5Q2/4P3/1NN1q3/PP4PP/R6K b - - 2 20,h5f5,0.44171,-0.27849
8/pp4qk/6p1/2P1rp1p/2P1n3/1P1R3P/P5Q1/6RK w - - 1 44,8/pp4qk/6p1/2PRrp1p/2P1n3/1P5P/P5Q1/6RK b - - 2 44,d3d5,0.32774,-0.16455
3r1r1k/ppp1qppp/1n6/2b1n3/4N3/1Q1P2PB/PP2P2P/R1B2R1K w - - 2 15,3r1r1k/ppp1qppp/1n6/2b1n3/4N3/1Q1P2PB/PP1BP2P/R4R1K b - - 3 15,c1d2,0.34425,-0.18116
3r2k1/ppp1r1pp/7q/5R2/2P1pp2/3P4/P1P2PPP/3QR1K1 w - - 2 24,3r2k1/ppp1r1pp/7q/5R2/2P1ppQ1/3P4/P1P2PPP/4R1K1 b - - 3 24,d1g4,0.04369,0.11934
3r1bk1/2pq1ppp/p7/1p6/5Qb1/1B2R2P/PP1N1PP1/6K1 b - - 0 21,3r1bk1/2pq1ppp/p7/1p6/5Q2/1B2R2P/PP1N1PP1/3b2K1 w - - 1 22,g4d1,0.51863,-0.35567
2rr3k/1p1q3p/p5p1/2ppPb2/4pP2/P1N1P1P1/1P1Q3P/2R1R1K1 w - - 5 28,2rr3k/1p1q3p/p5p1/2ppPb2/4pP2/P1N1P1P1/1P1Q3P/3RR1K1 b - - 6 28,c1d1,-0.25558,0.41832
r4rk1/p5pp/1p3q2/2n1pN2/6Q1/2R5/PP3PPP/4R1K1 w - - 2 22,r4rk1/p5pp/1p3q2/2n1pN2/1P4Q1/2R5/P4PPP/4R1K1 b - - 0 22,b2b4,-0.60768,0.7704
r3k2r/2pqbp1p/p3b3/1p1pP1p1/3P3n/2N1B3/PPB2PPP/R2QR2K w kq - 0 18,r3k2r/2pqbp1p/p3b3/1p1pP1p1/P2P3n/2N1B3/1PB2PPP/R2QR2K b kq - 0 18,a2a4,0.59996,-0.43727
4rk1r/p7/3qBn2/3p1P1p/3p4/3P1Q1P/PPP2K2/4RN2 b - - 1 27,4rk2/p6r/3qBn2/3p1P1p/3p4/3P1Q1P/PPP2K2/4RN2 w - - 2 28,h8h7,-0.28185,0.44447
3qr1k1/2p2pp1/npbpr1np/pN6/P1PBP3/5PQ1/2P3PP/3RRBK1 w - - 17 29,3qr1k1/2p2pp1/npbpr1np/pN6/P1P1P3/2B2PQ1/2P3PP/3RRBK1 b - - 18 29,d4c3,0.1886,-0.02601
1rr3k1/4qp1p/1n2p1p1/p2pP2n/3P1P1P/P1B5/1P1QBP2/2K3RR w - - 3 22,1rr3k1/4qp1p/1n2p1p1/p2pP2n/3P1P1P/P1B4R/1P1QBP2/2K3R1 b - - 4 22,h1h3,-0.3191,0.48163
b2q1rk1/6pp/p2Pp3/N4p2/pP3P1b/P2P3Q/3B2PP/2R4K b - - 1 26,b2q1rk1/6pp/p2Pp3/N4p2/pP3P2/P2P3Q/3B1bPP/2R4K w - - 2 27,h4f2,-0.55647,0.71898
r1b1k2r/pp4bp/2nB2p1/2pN4/8/3B1N2/P1PQ1KPP/7q w kq - 1 15,r1b1k2r/pp4bp/2nB2p1/2pN4/8/3BQN2/P1P2KPP/7q b kq - 2 15,d2e3,0.6181,-0.45577
2r1r2k/1b3qbp/p5p1/4p1P1/3nP1NN/4BPQ1/1P3R2/6RK w - - 6 34,2r1r2k/1b3qbp/p4Np1/4p1P1/3nP2N/4BPQ1/1P3R2/6RK b - - 7 34,g4f6,0.22195,-0.05975
r3rbnk/p1qn1p2/b1p5/3p1BQ1/1p1P4/5PNN/PPP4P/1K1R3R w - - 3 21,r3rbnk/p1qn1p2/b1p5/3p1B1Q/1p1P4/5PNN/PPP4P/1K1R3R b - - 4 21,g5h5,0.2282,-0.06601
5rk1/p2q1npp/1pp2p2/2p1r1PQ/2B1PR2/4P3/PP5P/5R1K w - - 1 30,5rk1/p2q1npp/1pp2p2/2p1rRPQ/2B1P3/4P3/PP5P/5R1K b - - 2 30,f4f5,-0.43186,0.26969
2kr3r/ppp2p1p/2q1b3/2bpP3/R5pP/1PP5/P1P1QBP1/2K2B1R b - - 4 16,2kr3r/ppp2p1p/2q1b3/3pP3/R5pP/1PP5/P1P1QbP1/2K2B1R w - - 0 17,c5f2,0.17051,-0.33257
3r2k1/7p/b1p3pb/4pqN1/4Q3/BP3P2/P6P/6RK b - - 7 28,3r2k1/7p/b1p2qpb/4p1N1/4Q3/BP3P2/P6P/6RK w - - 8 29,f5f6,0.57541,-0.41338
r3rbk1/p1pq1p1p/2p2Pp1/3pPbQ1/5R2/2NP4/PP4PP/R1B3K1 w - - 5 18,r3rbk1/p1pq1p1p/2p2Pp1/3pPbQ1/3P1R2/2N5/PP4PP/R1B3K1 b - - 0 18,d3d4,-0.56394,0.40211
r4r1k/1ppqb1pp/p2p1P2/8/2bBN1P1/7P/PP6/R2Q1RK1 b - - 0 24,r4rk1/1ppqb1pp/p2p1P2/8/2bBN1P1/7P/PP6/R2Q1RK1 w - - 1 25,h8g8,-0.30982,0.47163
3q1rk1/pp1b1p2/5Pp1/3ppnQ1/2rP2R1/2N2p1P/PP3B2/2R4K w - - 0 25,3q1rk1/pp1b1p2/5Pp1/3ppnQ1/2rP2R1/2N2p1P/PP3B2/6RK b - - 1 25,c1g1,-0.27518,0.1134
4k2r/pprbbp1p/4p3/4p3/4N3/3QP3/Pq2BPPP/3R1RK1 w k - 6 17,4k2r/pprbbp1p/3Np3/4p3/8/3QP3/Pq2BPPP/3R1RK1 b k - 7 17,e4d6,0.12928,0.03234
2br2k1/pp2rpp1/1qpp1n1p/8/2PNPP2/1PNQ3P/P5P1/3R1R1K w - - 3 22,2br2k1/pp2rpp1/1qpp1n1p/8/2P1PP2/1PNQ3P/P3N1P1/3R1R1K b - - 4 22,d4e2,0.23259,-0.071
r1r3k1/5pb1/pq1p1np1/1p1Pp2p/4P3/1PPQ1PP1/3BB1K1/5R1R b - - 0 34,r1r3k1/3n1pb1/pq1p2p1/1p1Pp2p/4P3/1PPQ1PP1/3BB1K1/5R1R w - - 1 35,f6d7,0.11968,0.04175
2r2rk1/1p1b1ppp/pq2pb2/8/2Pp1P2/1P1P1N1Q/PB3RPP/R5K1 b - - 3 19,2r2rk1/1p1b1ppp/p3pb2/q7/2Pp1P2/1P1P1N1Q/PB3RPP/R5K1 w - - 4 20,b6a5,-0.1427,0.30409
3r4/6Rp/pp3k2/2b1nN2/8/5R2/PB1r1P1P/5K2 w - - 3 28,3r4/4N1Rp/pp3k2/2b1n3/8/5R2/PB1r1P1P/5K2 b - - 4 28,f5e7,0.09525,0.06614
rr2bnk1/ppq1bppp/2n1p3/3pN3/3P1P2/1QNBPR2/PP1B2PP/2R3K1 w - - 3 16,rr2bnk1/ppq1bppp/2n1p3/3pNP2/3P4/1QNBPR2/PP1B2PP/2R3K1 b - - 0 16,f4f5,0.05765,-0.21902
2kr1r2/1bq5/1n2ppQ1/pp2Pp2/2pPp3/2P1N3/PP1B2PP/R4RK1 b - - 1 28,2kr1r2/1bqn4/4ppQ1/pp2Pp2/2pPp3/2P1N3/PP1B2PP/R4RK1 w - - 2 29,b6d7,0.27974,-0.44077
r4rk1/5pp1/p1nq1np1/1p1p2QP/3P2P1/2P2pN1/PPB2K2/R6R b - - 1 22,r4rk1/4npp1/p2q1np1/1p1p2QP/3P2P1/2P2pN1/PPB2K2/R6R w - - 2 23,c6e7,-0.27674,0.43746
6k1/p5pp/2p3r1/2p1rq2/2PpNb1P/1P1PpP2/P1R1R3/4BQ1K w - - 1 30,6k1/p5pp/2p3r1/2p1rq2/2PpNb1P/PP1PpP2/2R1R3/4BQ1K b - - 0 30,a2a3,0.19695,-0.0363
2q2rk1/r3npb1/pp4pp/2p1p3/4P3/1BN2Q1P/PPPR1PP1/3R2K1 w - - 0 19,2q2rk1/r3npb1/pp4pp/2p1p3/N3P3/1B3Q1P/PPPR1PP1/3R2K1 b - - 1 19,c3a4,0.52271,-0.36207
r1b1r2k/pp2q1pp/2p2n2/6R1/3Pp3/2N1P3/PPQN1P1P/2K4R b - - 3 18,r1b1r2k/pp2q1pp/2p5/6R1/3Pp1n1/2N1P3/PPQN1P1P/2K4R w - - 4 19,f6g4,-0.06964,0.23021
3r1rk1/p5pp/1nR1P3/3q1p2/3Pp2P/1PQ3N1/P7/1K2R3 b - - 0 27,5rk1/p5pp/1nRrP3/3q1p2/3Pp2P/1PQ3N1/P7/1K2R3 w - - 1 28,d8d6,0.32886,-0.16837
2kr3r/ppqn1p1p/2pbp2B/8/2BPQp1P/2P5/PP3PP1/R3K2R w KQ - 1 16,2kr3r/ppqn1p1p/2pbp2B/8/2BP1p1P/2P2Q2/PP3PP1/R3K2R b KQ - 2 16,e4f3,0.11546,0.04489
2b2rk1/p1r1p1bp/1p3pp1/3p3P/3P2N1/1P1B2R1/P1P2PP1/4RK2 b - - 0 32,2b2rk1/p1r1p1bp/1p4p1/3p1p1P/3P2N1/1P1B2R1/P1P2PP1/4RK2 w - - 0 33,f6f5,0.06595,0.0943
5r2/1p2p1rk/p1npB2p/4pPq1/4P1n1/P4R1Q/1PP1N1P1/5RK1 b - - 9 26,8/1p2p1rk/p1npBr1p/4pPq1/4P1n1/P4R1Q/1PP1N1P1/5RK1 w - - 10 27,f8f6,0.23829,-0.07813
2rr2k1/p2q1ppp/b3n3/8/3pR3/1P6/PB1Q1PPP/1B1R2K1 w - - 6 23,2rr2k1/p2q1ppp/b3n3/8/3pRP2/1P6/PB1Q2PP/1B1R2K1 b - - 0 23,f2f4,0.22795,-0.0678
r4r2/2qb1pk1/p1n1p1p1/1p1p2N1/3P4/P1PB1Q2/1P3PP1/2R1R1K1 w - - 1 20,r4r2/2qb1pk1/p1n1p1p1/1p1p2N1/3P4/P1PBRQ2/1P3PP1/2R3K1 b - - 2 20,e1e3,0.29432,-0.13427
5bk1/p1q3p1/1pp1b1Pp/3p4/5B2/P1PB3P/1PP2Q2/1K6 b - - 1 28,6k1/p1q3p1/1ppbb1Pp/3p4/5B2/P1PB3P/1PP2Q2/1K6 w - - 2 29,f8d6,-0.38719,0.54714
r1bkr3/1pp2ppp/3p1n2/pP2q3/2Pn4/2N1N3/P3BPPP/2RQR1K1 b - - 0 18,r1bkr3/1p3ppp/3p1n2/pPp1q3/2Pn4/2N1N3/P3BPPP/2RQR1K1 w - c6 0 19,c7c5,-0.14415,0.30403
3r2k1/ppprqpbp/2n1b1p1/4p3/4Pn2/1PP1BNN1/P1Q2PPP/R3RBK1 w - - 11 17,3r2k1/ppprqpbp/2n1b1p1/4pN2/4Pn2/1PP1BN2/P1Q2PPP/R3RBK1 b - - 12 17,g3f5,-0.06015,0.21995
r5k1/pb1nq1rp/6pR/1p1p4/2pP1N2/4PN2/PPQ2PP1/2K4R w - - 0 21,r5k1/pb1nq1rp/6pR/1p1p4/2pP1N2/4PN1R/PPQ2PP1/2K5 b - - 1 21,h1h3,0.32446,-0.16471
3r2k1/5ppp/7r/8/P2p4/3B1PPb/3QPq1P/R5RK b - - 5 26,4r1k1/5ppp/7r/8/P2p4/3B1PPb/3QPq1P/R5RK w - - 6 27,d8e8,-0.41183,0.57158
1r3rk1/p1pbq1pp/Q2b4/4pp2/1n2P3/1PP2NP1/PB3PBP/R3K2R w KQ - 5 15,1r3rk1/p1pbq1pp/Q2b4/4pp2/1P2P3/1P3NP1/PB3PBP/R3K2R b KQ - 0 15,c3b4,-0.33753,0.49725
3n1q2/5p2/2b1pNp1/p2pP3/kppP1P2/2P1Q1P1/P1PK2B1/8 w - - 1 36,3n1q2/5p2/2b1pNp1/p2pP3/kppP1PP1/2P1Q3/P1PK2B1/8 b - - 0 36,g3g4,-0.55655,0.71598
r1br2k1/pp3ppp/2p1P3/4n3/6n1/3BPNN1/PP1K1PPP/2R4R w - - 1 18,r1br2k1/pp3ppp/2p1P3/4N3/6n1/3BP1N1/PP1K1PPP/2R4R b - - 0 18,f3e5,0.07749,0.08189
3br1k1/p1pbrpp1/2p3q1/2P4n/Q2Pp1pP/6N1/PP1BRPB1/2K1R3 w - - 4 25,3br1k1/p1pbrpp1/2p3q1/2P4n/Q2PR1pP/6N1/PP1B1PB1/2K1R3 b - - 0 25,e2e4,-0.45294,0.61203
3q1kr1/1pp2p2/5P2/4B3/p2pP2Q/4bP2/P1r5/3R1K1R w - - 1 34,3q1kr1/1pp2p2/5P2/8/p2BP2Q/4bP2/P1r5/3R1K1R b - - 0 34,e5d4,-0.63585,0.79475
r1b4r/pk1nq3/2pp3p/Q7/2BPP1pP/6R1/PPP3P1/2K2R2 b - - 2 24,r1bq3r/pk1n4/2pp3p/Q7/2BPP1pP/6R1/PPP3P1/2K2R2 w - - 3 25,e7d8,-0.61272,0.77162
r3r2k/pp1b1ppp/3p1n2/2p2P1q/3NP3/1P1Q3P/P1PBR1P1/5RK1 w - - 0 22,r3r2k/pp1b1ppp/3p1n2/2p2P1q/3NP1P1/1P1Q3P/P1PBR3/5RK1 b - - 0 22,g2g4,0.13203,0.02681
3q1rk1/r5pp/bpQbp3/p2pN3/3P1p2/2RNP3/PP2KPPP/2R5 w - - 0 22,3q1rk1/r5pp/bpQbp3/p2pN3/3P1p2/2RNPP2/PP2K1PP/2R5 b - - 0 22,f2f3,-0.30801,0.46667
5r2/ppp3qk/3p2p1/3Bn1Bp/4P3/2Pn2QP/PP1R2P1/6K1 b - - 4 30,5r2/ppp3qk/3p2p1/2nBn1Bp/4P3/2P3QP/PP1R2P1/6K1 w - - 5 31,d3c5,-0.23978,0.39843
r3r1k1/pp2pp1p/5qp1/2P1Rb2/5Q2/1B6/PP3PPP/2R3K1 w - - 1 24,r3r1k1/pp2pp1p/5qp1/2P1Rb2/5Q1P/1B6/PP3PP1/2R3K1 b - - 0 24,h2h4,0.29637,-0.13796
r5k1/1r4qp/2bp2p1/3N1n2/pQP1R1P1/8/P5BP/4R2K w - - 1 32,r5k1/1r4qp/2bp2p1/3N1n2/p1P1R1P1/8/P2Q2BP/4R2K b - - 2 32,b4d2,0.49779,-0.33939
2b3rk/6qp/p2r2p1/4p3/4P2N/5P2/1P5R/2Q3RK w - - 8 49,2b3rk/6qp/p2r2p1/4pN2/4P3/5P2/1P5R/2Q3RK b - - 9 49,h4f5,-0.31459,0.47265
4qr1k/1rp3bp/3pn1p1/p7/Pp2P1R1/1B1PBp1Q/2P2P1P/5R1K b - - 3 31,4qr1k/1r4bp/3pn1p1/p1p5/Pp2P1R1/1B1PBp1Q/2P2P1P/5R1K w - - 0 32,c7c5,-0.28861,0.44667
r1b1rnk1/p1b2ppp/1qp5/8/3PNp2/3B4/PPP3PP/R1BQ1R1K w - - 1 16,r1b1rnk1/p1b2ppp/1qp5/8/3PNB2/3B4/PPP3PP/R2Q1R1K b - - 0 16,c1f4,0.23973,-0.0818
rn5r/1b4Qp/p1pkpp2/1p5B/P1pP4/2b1P3/1Pq2PPP/R4RK1 w - - 4 18,rn5r/1Q5p/p1pkpp2/1p5B/P1pP4/2b1P3/1Pq2PPP/R4RK1 b - - 0 18,g7b7,-0.21324,0.05549
2kr4/pq3p1p/3pb3/3P4/P5r1/2N3P1/1PP1Q1K1/3R2N1 w - - 0 24,2kr4/pq3p1p/3pb3/3P4/P5r1/2N2NP1/1PP1Q1K1/3R4 b - - 1 24,g1f3,-0.45778,0.61547
rnb1k2r/pp2bpR1/2p3p1/6N1/4P3/2NK4/P3B2P/R1B5 w - - 2 21,rnb1k2r/pp2bpR1/2p3p1/6N1/4P3/2N5/P1K1B2P/R1B5 b - - 3 21,d3c2,0.70756,-0.5499
3r1k2/p3bp2/b6p/2ppPN1Q/8/4P3/Pq4PP/1BR3K1 w - - 0 35,3r1k2/p3bp2/b6p/2ppPN1Q/8/4P3/Pq4PP/1B2R1K1 b - - 1 35,c1e1,0.55797,-0.40039
2r1nrk1/1pq1bp1p/p3p1p1/4B3/2P1BP2/1P1R4/P3Q1PP/2R3K1 b - - 0 21,2r1nrk1/1pq2p1p/p2bp1p1/4B3/2P1BP2/1P1R4/P3Q1PP/2R3K1 w - - 1 22,e7d6,-0.37352,0.53102
4rq2/pnp2p1k/1p1p1nrp/3PpNp1/4P3/2P1RPB1/P1P1Q1PP/5RK1 w - - 1 23,4rq2/pnp2p1k/1p1p1nrp/3PpNp1/4P2P/2P1RPB1/P1P1Q1P1/5RK1 b - - 0 23,h2h4,0.30596,-0.14847
1k1r3r/1pp1b3/p1np3p/4p2q/1P2P3/P1PQB3/5PP1/R3RNK1 b - - 0 22,1k4rr/1pp1b3/p1np3p/4p2q/1P2P3/P1PQB3/5PP1/R3RNK1 w - - 1 23,d8g8,-0.03396,0.19141
Q2r3r/1pk2R2/2p1n1p1/4p2p/4P2N/P1PP2q1/1P6/3R1K2 b - - 3 29,Q2r3r/1p3R2/2pkn1p1/4p2p/4P2N/P1PP2q1/1P6/3R1K2 w - - 4 30,c7d6,0.00598,-0.16327
8/rb3pk1/pp5p/2bpQ3/2P3q1/8/PP3PPP/1B3RK1 b - - 1 28,6k1/rb3p2/pp5p/2bpQ3/2P3q1/8/PP3PPP/1B3RK1 w - - 2 29,g7g8,-0.01386,0.17101
2r3k1/2r2pp1/7p/Rp1pp3/4n3/2PQ2P1/1qP1NPKP/5R2 b - - 1 31,2r3k1/5pp1/7p/Rprpp3/4n3/2PQ2P1/1qP1NPKP/5R2 w - - 2 32,c7c5,0.51563,-0.35861
3r2k1/p1n2p1p/nq2r3/3p4/1P4p1/PQ1P2P1/3N1PB1/3RR1K1 b - - 1 27,3r2k1/p4p1p/nq2r3/1n1p4/1P4p1/PQ1P2P1/3N1PB1/3RR1K1 w - - 2 28,c7b5,-0.33488,0.49125
5r1k/p1pq1ppp/5P2/2p1p1P1/2PbN3/6K1/P3Q3/2R5 b - - 0 29,6rk/p1pq1ppp/5P2/2p1p1P1/2PbN3/6K1/P3Q3/2R5 w - - 1 30,f8g8,0.50444,-0.34818
2q4r/2r1bkp1/p1p2p2/1p2pPp1/1P4N1/P1PR1Q1P/5PP1/3R2K1 b - - 0 29,2qr4/2r1bkp1/p1p2p2/1p2pPp1/1P4N1/P1PR1Q1P/5PP1/3R2K1 w - - 1 30,h8d8,-0.60648,0.76272
r2q1rk1/p1pnb1pp/bp2p3/4P3/3P1p1P/2N2NB1/PPBK1PQ1/R6R b - - 0 16,r2q1rk1/p1pnb1pp/bp2p3/4P3/3P3P/2N2Np1/PPBK1PQ1/R6R w - - 0 17,f4g3,0.28215,-0.12621
