CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_forced_moves_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
r1b2rk1/1p2Nppp/p2p4/4nQ2/2B1R3/8/PqP3PP/5RK1 b - - 1 20,r1b2r1k/1p2Nppp/p2p4/4nQ2/2B1R3/8/PqP3PP/5RK1 w - - 2 21,g8h8,-1.0,0.92818
5r1r/5Bk1/4pQP1/3pP1Bn/1b1Pbp1p/1P6/7P/6K1 b - - 3 49,5r1r/5Bk1/4pnP1/3pP1B1/1b1Pbp1p/1P6/7P/6K1 w - - 0 50,h5f6,-1.0,0.92824
2b2r2/q7/p1R5/4P1nk/6pQ/8/6BK/8 b - - 1 38,2b2r2/q7/p1R5/4P1n1/6pk/8/6BK/8 w - - 0 39,h5h4,-1.0,0.92834
8/8/5R2/8/2P2p1p/7k/5R1P/4q1K1 w - - 2 59,8/8/5R2/8/2P2p1p/7k/7P/4qRK1 b - - 3 59,f2f1,-1.0,0.92827
8/8/4b3/8/3p4/P3qNkP/6PQ/7K b - - 7 58,8/8/4b3/8/3p4/P3qN1P/5kPQ/7K w - - 8 59,g3f2,-1.0,0.92849
r3nrk1/pb1p1ppB/1p2pq2/2nP3R/2P5/2N3P1/PP2QP2/3RK3 b - - 2 20,r3nr1k/pb1p1ppB/1p2pq2/2nP3R/2P5/2N3P1/PP2QP2/3RK3 w - - 3 21,g8h8,-1.0,0.92858
8/1B3k2/1PQ1p1pp/P2pPpK1/8/7r/1RP4P/8 w - - 0 47,8/1B3k2/1PQ1p1pp/P2pPp2/5K2/7r/1RP4P/8 b - - 1 47,g5f4,-1.0,0.92866
8/8/6p1/7p/5P1P/5P2/p1K5/k7 b - - 1 65,8/8/8/6pp/5P1P/5P2/p1K5/k7 w - - 0 66,g6g5,-1.0,0.9286
r2r2k1/pb3p1Q/1p2pp1p/8/1qP5/5P2/P5PP/1B1RR2K b - - 1 25,r2r1k2/pb3p1Q/1p2pp1p/8/1qP5/5P2/P5PP/1B1RR2K w - - 2 26,g8f8,-1.0,0.92877
5k1K/5p1P/4pp1P/1p6/p4P2/P7/8/8 w - - 0 62,5k1K/5p1P/4pp1P/1p3P2/p7/P7/8/8 b - - 0 62,f4f5,-1.0,0.92879
8/p3Qpkp/p2P2p1/4P3/2p2P2/5nPP/1r1q2BK/6R1 w - - 1 40,8/p3Qpkp/p2P2p1/4P3/2p2P2/5nPP/1r1q2B1/6RK b - - 2 40,h2h1,-1.0,0.92885
1r5k/2R2pBp/4b3/p3P1R1/P7/3n2KP/5PP1/2r5 b - - 6 30,1r4k1/2R2pBp/4b3/p3P1R1/P7/3n2KP/5PP1/2r5 w - - 7 31,h8g8,-1.0,0.92885
4Q3/6pk/1p3pB1/pP2p3/P1P1P2K/4b1P1/7P/5q2 b - - 3 49,4Q3/6p1/1p3pBk/pP2p3/P1P1P2K/4b1P1/7P/5q2 w - - 4 50,h7h6,-1.0,0.92891
r3n1kQ/1pq5/3p2p1/p2P4/Pn1BB1P1/8/7P/5K2 b - - 2 25,r3n2Q/1pq2k2/3p2p1/p2P4/Pn1BB1P1/8/7P/5K2 w - - 3 26,g8f7,-1.0,0.929
6k1/1Q6/5qP1/7P/p1PrK3/5B2/8/8 w - - 5 75,6k1/1Q6/5qP1/7P/p1Pr4/4KB2/8/8 b - - 6 75,e4e3,-1.0,0.92889
8/1p2R1R1/p5kp/3p4/3r1PP1/1P4K1/P1r5/8 b - - 2 43,8/1p2R1R1/p4k1p/3p4/3r1PP1/1P4K1/P1r5/8 w - - 3 44,g6f6,-1.0,0.92906
8/pp4pk/4Qb1p/3p4/3P4/K1q5/P2R2PP/3R4 w - - 1 29,8/pp4pk/4Qb1p/3p4/K2P4/2q5/P2R2PP/3R4 b - - 2 29,a3a4,-1.0,0.9292
6k1/5p2/4p1pp/8/2RPp3/P3P1PK/2Q2P2/7q w - - 1 39,6k1/5p2/4p1pp/8/2RPp1K1/P3P1P1/2Q2P2/7q b - - 2 39,h3g4,-1.0,0.92924
r3r3/pq3pk1/4bR1Q/3p4/3P2pP/2N3P1/P1P4K/8 b - - 0 23,r3r1k1/pq3p2/4bR1Q/3p4/3P2pP/2N3P1/P1P4K/8 w - - 1 24,g7g8,-1.0,0.92916
4r2k/5pBp/4pP2/r2nP3/1p6/6R1/1p3P1P/6RK b - - 1 35,4r1k1/5pBp/4pP2/r2nP3/1p6/6R1/1p3P1P/6RK w - - 2 36,h8g8,-1.0,0.92928
6k1/pp3ppp/2pb3r/3P4/1P2r3/P3PpPq/1B3P1K/2R2QR1 w - - 0 29,6k1/pp3ppp/2pb3r/3P4/1P2r3/P3PpPQ/1B3P1K/2R3R1 b - - 0 29,f1h3,-1.0,0.92929
7r/5pkp/3p4/6Q1/1P1q4/2r5/P4PPP/4R1K1 b - - 2 25,5k1r/5p1p/3p4/6Q1/1P1q4/2r5/P4PPP/4R1K1 w - - 3 26,g7f8,-1.0,0.92943
5bk1/1p3Qp1/2p2pBp/p7/2P2P2/P6P/1q6/5K2 b - - 1 39,5b1k/1p3Qp1/2p2pBp/p7/2P2P2/P6P/1q6/5K2 w - - 2 40,g8h8,-1.0,0.92946
1rb1Q1k1/2q2pp1/pn3n2/8/P6R/1Nb2P2/1PP3PP/1K2R3 b - - 1 24,1rb1n1k1/2q2pp1/pn6/8/P6R/1Nb2P2/1PP3PP/1K2R3 w - - 0 25,f6e8,-1.0,0.92949
6k1/7R/4B1pp/6N1/1pn1KP2/8/2r3PP/2n5 b - - 3 33,5k2/7R/4B1pp/6N1/1pn1KP2/8/2r3PP/2n5 w - - 4 34,g8f8,-1.0,0.92963
Rkn5/2p2pp1/2P1p2p/1r2P3/N1r5/8/5PPP/R5K1 b - - 1 35,k1n5/2p2pp1/2P1p2p/1r2P3/N1r5/8/5PPP/R5K1 w - - 0 36,b8a8,-1.0,0.92971
4k1r1/p7/8/3p2pp/3PpPb1/Q3P3/PP1KqP1P/2B4R w - - 3 28,4k1r1/p7/8/3p2pp/3PpPb1/Q1K1P3/PP2qP1P/2B4R b - - 4 28,d2c3,-1.0,0.92947
1r3rk1/p3ppbp/6p1/6B1/3P4/2q2N2/P3QPPP/K2RR3 w - - 0 22,1r3rk1/p3ppbp/6p1/6B1/3P4/2q2N2/PQ3PPP/K2RR3 b - - 1 22,e2b2,-1.0,0.92972
5b1k/1p6/3p2p1/P3p3/2Bn4/B4Pqr/3Q1R2/R6K w - - 0 34,5b1k/1p6/3p2p1/P3p3/2Bn4/B4Pqr/3Q3R/R6K b - - 1 34,f2h2,-1.0,0.92977
8/p4Qbp/P4kpN/4p3/6P1/4P1KP/4qr2/8 b - - 13 45,8/p4Qbp/P5pN/4p1k1/6P1/4P1KP/4qr2/8 w - - 14 46,f6g5,-1.0,0.92979
8/8/5R2/8/2P2p1p/7k/5R1P/4q1K1 w - - 6 61,8/8/5R2/8/2P2p1p/7k/7P/4qRK1 b - - 7 61,f2f1,-1.0,0.92979
6Qk/2P4p/3B1pp1/3Pp3/3b4/5P2/4K1PP/q7 b - - 0 38,6k1/2P4p/3B1pp1/3Pp3/3b4/5P2/4K1PP/q7 w - - 0 39,h8g8,-1.0,0.9298
2R1Q3/5pkp/p5p1/1p3r2/8/P3P1q1/1P6/2R2K2 w - - 0 36,2R1Q3/5pkp/p5p1/1p3r2/8/P3P1q1/1P2K3/2R5 b - - 1 36,f1e2,-1.0,0.92984
2r4k/p2n1N2/3Pp2p/3pPp2/3P4/4P3/Prp3RP/2R4K b - - 1 32,2r5/p2n1N1k/3Pp2p/3pPp2/3P4/4P3/Prp3RP/2R4K w - - 2 33,h8h7,-1.0,0.92993
4R3/1B3p2/pp3kp1/5p2/5B2/1P6/P4PPP/3r2K1 w - - 1 34,8/1B3p2/pp3kp1/5p2/5B2/1P6/P4PPP/3rR1K1 b - - 2 34,e8e1,-1.0,0.93015
3q3k/5Rb1/p2p1NpQ/1p2r3/8/P3n3/1PP3PP/5R1K b - - 0 33,3q3k/5R2/p2p1Npb/1p2r3/8/P3n3/1PP3PP/5R1K w - - 0 34,g7h6,-1.0,0.93017
5kr1/p1R5/2pp1p2/8/3P1B2/5Q2/PPP4P/4r2K w - - 1 36,5kr1/p1R5/2pp1p2/8/3P1B2/8/PPP4P/4rQ1K b - - 2 36,f3f1,-1.0,0.93018
8/pp5k/3R2p1/1P2pp1p/P4b1P/7Q/5PP1/2r3K1 w - - 0 40,8/pp5k/6p1/1P2pp1p/P4b1P/7Q/5PP1/2rR2K1 b - - 1 40,d6d1,-1.0,0.93019
8/7p/6pk/1P5r/2P3BK/R6P/5Qr1/8 w - - 1 49,8/7p/6pk/1P5B/2P4K/R6P/5Qr1/8 b - - 0 49,g4h5,-1.0,0.93032
r4rk1/pp2Nppp/8/4b3/4n3/2P1P3/P2BK3/R6R b - - 2 25,r4r1k/pp2Nppp/8/4b3/4n3/2P1P3/P2BK3/R6R w - - 3 26,g8h8,-1.0,0.93033
r5r1/ppqb2pk/2p1p3/P1P1P3/3P3R/4P3/4B1PP/5RK1 b - - 1 27,r5r1/ppqb2p1/2p1p1k1/P1P1P3/3P3R/4P3/4B1PP/5RK1 w - - 2 28,h7g6,-1.0,0.93032
8/2Q3bk/3N2p1/p4p2/P2p4/1P1P1P1K/2P2P2/7q w - - 1 37,8/2Q3bk/3N2p1/p4p2/P2p4/1P1P1PK1/2P2P2/7q b - - 2 37,h3g3,-1.0,0.9304
5r1k/3R2bQ/p5R1/5P2/5q2/1P2r3/P4P2/5K2 b - - 0 38,5r2/3R2bk/p5R1/5P2/5q2/1P2r3/P4P2/5K2 w - - 0 39,h8h7,-1.0,0.93046
8/p5k1/4p1p1/2p3Nn/Q5Kr/2P2P2/1P2R1P1/6q1 w - - 11 39,8/p5k1/4p1p1/2p3Nn/Q6K/2P2P2/1P2R1P1/6q1 b - - 0 39,g4h4,-1.0,0.93048
4k3/P6R/4p3/2N1B1pp/3P4/4nb2/6r1/6K1 w - - 2 44,4k3/P6R/4p3/2N1B1pp/3P4/4nb2/6r1/7K b - - 3 44,g1h1,-1.0,0.93048
6Q1/4P2k/5B1p/8/4K3/1p6/1P4P1/2q5 b - - 0 61,6k1/4P3/5B1p/8/4K3/1p6/1P4P1/2q5 w - - 0 62,h7g8,-1.0,0.9305
7k/6R1/7P/7b/1Q1P3q/8/5p1P/5BrK w - - 4 45,7k/8/7P/7b/1Q1P3q/8/5p1P/5BRK b - - 0 45,g7g1,-1.0,0.93069
3r1k2/p1p2p1N/5P2/2pq3p/8/P7/1P5P/K3Q3 b - - 2 35,3r2k1/p1p2p1N/5P2/2pq3p/8/P7/1P5P/K3Q3 w - - 3 36,f8g8,-1.0,0.93102
r4rk1/p1p2ppB/bp2pq2/n2p4/1bPP1P2/2N2Q2/PP4P1/R3K2R b KQ - 1 19,r4r1k/p1p2ppB/bp2pq2/n2p4/1bPP1P2/2N2Q2/PP4P1/R3K2R w KQ - 2 20,g8h8,-1.0,0.93115
5QB1/4P2k/6p1/p6p/1p2b2P/5PPK/8/q7 b - - 4 51,5QBk/4P3/6p1/p6p/1p2b2P/5PPK/8/q7 w - - 5 52,h7h8,-1.0,0.93119
r6r/5p2/1R2b1p1/2kNp1p1/1PBnP3/8/2P4P/1K1R4 b - - 0 29,r6r/5p2/1R2b1p1/3Np1p1/1PknP3/8/2P4P/1K1R4 w - - 0 30,c5c4,-1.0,0.93043
2k1r3/1pp2Qpp/p7/3p2BP/2nP2P1/P1P5/1R3P2/2K1r3 w - - 0 28,2k1r3/1pp2Qpp/p7/3p2BP/2nP2P1/P1P5/1RK2P2/4r3 b - - 1 28,c1c2,-1.0,0.93138
2r3k1/p5p1/1p2p3/3pPqP1/4b2p/1P2QPK1/PBr4P/2R1R1N1 w - - 0 34,2r3k1/p5p1/1p2p3/3pPqP1/4b2K/1P2QP2/PBr4P/2R1R1N1 b - - 0 34,g3h4,-1.0,0.93141
r3k3/pp2R3/2p1pB1p/5q2/2P5/2P5/PK1Q3P/6r1 b q - 1 30,r4k2/pp2R3/2p1pB1p/5q2/2P5/2P5/PK1Q3P/6r1 w - - 2 31,e8f8,-1.0,0.93142
8/3Q3p/1p3ppk/8/Pq2r1P1/7R/5P1P/6K1 b - - 1 44,8/3Q3p/1p3pp1/6k1/Pq2r1P1/7R/5P1P/6K1 w - - 2 45,h6g5,-1.0,0.93145
3r1r2/p4b2/1p6/2p2BRk/2P2B1p/1P6/P7/2K5 b - - 3 44,3r1r2/p4b2/1p5k/2p2BR1/2P2B1p/1P6/P7/2K5 w - - 4 45,h5h6,-1.0,0.93154
3r2k1/8/b3P3/2pnpP2/4B2Q/P7/1P6/R1KqB3 w - - 7 46,3r2k1/8/b3P3/2pnpP2/4B2Q/P7/1P6/R2KB3 b - - 0 46,c1d1,-1.0,0.93161
8/3BBk1p/5P1N/3b4/P1pn3K/7P/4r3/8 b - - 1 53,8/3BB2p/5PkN/3b4/P1pn3K/7P/4r3/8 w - - 2 54,f7g6,-1.0,0.9316
5b1k/1R3R1p/Q5p1/5q2/4p2P/5pP1/P3PP2/2r3K1 w - - 3 30,5b1k/1R3R1p/Q5p1/5q2/4p2P/5pP1/P3PP1K/2r5 b - - 4 30,g1h2,-1.0,0.93164
4r1kR/3q1p2/5P2/4b3/1pP1p1P1/1P2r2P/1P3Q2/6K1 b - - 1 36,4r2k/3q1p2/5P2/4b3/1pP1p1P1/1P2r2P/1P3Q2/6K1 w - - 0 37,g8h8,-1.0,0.93166
1r3r1k/p2n2pR/4p1P1/1pp2p2/3qbQ2/3P3B/2P2P1P/4RK2 b - - 0 25,1r3rk1/p2n2pR/4p1P1/1pp2p2/3qbQ2/3P3B/2P2P1P/4RK2 w - - 1 26,h8g8,-1.0,0.93177
3rn3/5ppk/1p1P4/1r2pPP1/2q1P3/5BK1/7R/3R4 b - - 1 54,3rn1k1/5pp1/1p1P4/1r2pPP1/2q1P3/5BK1/7R/3R4 w - - 2 55,h7g8,-1.0,0.93174
4r1k1/1B3p1p/Q5p1/P7/8/2P2K1q/1P3R2/R7 w - - 1 34,4r1k1/1B3p1p/Q5p1/P7/5K2/2P4q/1P3R2/R7 b - - 2 34,f3f4,-1.0,0.9318
7N/2p4p/3pN1k1/3PP3/p1n2KPP/8/8/8 b - - 6 64,7N/2p4p/3pN2k/3PP3/p1n2KPP/8/8/8 w - - 7 65,g6h6,-1.0,0.93178
5r1k/1bp4R/pb1p2PB/1p5q/2nP1p2/1BPQ4/PP3Pp1/R5K1 b - - 3 30,5rk1/1bp4R/pb1p2PB/1p5q/2nP1p2/1BPQ4/PP3Pp1/R5K1 w - - 4 31,h8g8,-1.0,0.9318
r4rk1/ppp3pp/3p4/3PPp2/2P3n1/P5Q1/1P4Nq/R5RK w - - 0 29,r4rk1/ppp3pp/3p4/3PPp2/2P3n1/P7/1P4NQ/R5RK b - - 0 29,g3h2,-1.0,0.93186
2k5/p1qn4/8/2pQp3/N1P1p2b/1P2P3/P4r2/3R1KN1 w - - 4 32,2k5/p1qn4/8/2pQp3/N1P1p2b/1P2P3/P4r2/3RK1N1 b - - 5 32,f1e1,-1.0,0.93185
3r1rk1/p1n2pb1/1ppp3p/4pP2/PP1P1Pnq/2N1B2P/2P3BK/2QR2R1 w - - 1 27,3r1rk1/p1n2pb1/1ppp3p/4pP2/PP1P1Pnq/2N1B2P/2P3B1/2QR2RK b - - 2 27,h2h1,-1.0,0.93188
3r2k1/2p1Pppp/8/p1N5/2R1QP2/1P2n2P/6P1/4q1K1 w - - 1 31,3r2k1/2p1Pppp/8/p1N5/2R1QP2/1P2n2P/6PK/4q3 b - - 2 31,g1h2,-1.0,0.9319
4rr2/pp1q4/2b1Rp2/6pk/3p4/3Q3R/PP3PP1/6K1 b - - 1 26,4rr2/pp1q4/2b1Rp2/6p1/3p2k1/3Q3R/PP3PP1/6K1 w - - 2 27,h5g4,-1.0,0.93191
7k/p6p/1r6/1p4p1/3N4/P1PNqPn1/1P4PP/R3RB1K w - - 4 29,7k/p6p/1r6/1p4p1/3N4/P1PNqPP1/1P4P1/R3RB1K b - - 0 29,h2g3,-1.0,0.93205
6k1/p1R2p2/2B3p1/1P1b1n1p/8/5n1P/1r3P1K/R6N w - - 2 46,6k1/p1R2p2/2B3p1/1P1b1n1p/8/5n1P/1r3PK1/R6N b - - 3 46,h2g2,-1.0,0.93199
5Qk1/p2P1ppp/4p3/BPp5/3b4/1P4P1/2q2P1P/5BK1 b - - 0 31,5k2/p2P1ppp/4p3/BPp5/3b4/1P4P1/2q2P1P/5BK1 w - - 0 32,g8f8,-1.0,0.93208
6r1/4q3/1pBp3R/r2PpR2/4P2k/7P/1P4P1/7K b - - 2 52,6r1/4q3/1pBp3R/r2PpR2/4P3/6kP/1P4P1/7K w - - 3 53,h4g3,-1.0,0.93209
8/8/PB1P2k1/3Q1p2/4r3/6p1/6P1/5K1q w - - 2 56,8/8/P2P2k1/3Q1p2/4r3/6p1/6P1/5KBq b - - 3 56,b6g1,-1.0,0.9321
Q4R2/7p/3p2pk/8/8/6pq/r5B1/6RK w - - 0 57,Q4R2/7p/3p2pk/8/8/6pB/r7/6RK b - - 0 57,g2h3,-1.0,0.93216
6r1/1p1q1p2/2p1npkR/4pN2/8/r2PBPPP/2P4K/8 b - - 2 33,6r1/1p1q1p2/2p1np1R/4pk2/8/r2PBPPP/2P4K/8 w - - 0 34,g6f5,-1.0,0.93218
1k1r4/ppb2p1p/2b2B2/2Q5/1PB5/P3P3/5KqP/R2N4 w - - 0 28,1k1r4/ppb2p1p/2b2B2/2Q5/1PB5/P3P3/6qP/R2NK3 b - - 1 28,f2e1,-1.0,0.93225
r5k1/pb3ppQ/1pn1B3/4q1N1/8/8/P4PPP/3R2K1 b - - 0 21,r4k2/pb3ppQ/1pn1B3/4q1N1/8/8/P4PPP/3R2K1 w - - 1 22,g8f8,-1.0,0.93226
7k/p5pp/1p3p1q/n1P5/6PN/P1R3P1/B2rr2K/BQ3b1R w - - 9 38,7k/p5pp/1p3p1q/n1P5/6PN/P1R3P1/B2rr3/BQ3bKR b - - 10 38,h2g1,-1.0,0.93227
6k1/p1p2p1p/2p5/4b3/3q4/1Q2R1p1/1P4Pr/5R1K w - - 0 31,6k1/p1p2p1p/2p5/4b3/3q4/1Q2R1p1/1P4Pr/5RK1 b - - 1 31,h1g1,-1.0,0.93229
5r1k/4q3/7Q/7n/1p4pP/1B3n2/PPP5/2KR4 b - - 1 34,5r1k/7q/7Q/7n/1p4pP/1B3n2/PPP5/2KR4 w - - 2 35,e7h7,-1.0,0.93233
8/1q3p1p/p2pb1pQ/2pn1kP1/1rp4N/7P/1P3P2/4RBK1 b - - 4 32,8/1q3p1p/p2pb1pQ/2pn2P1/1rp2k1N/7P/1P3P2/4RBK1 w - - 5 33,f5f4,-1.0,0.93228
Q7/p6k/n2b1qp1/1p5p/3PN2n/4B2r/PPB2P2/R3R2K w - - 0 26,Q7/p6k/n2b1qp1/1p5p/3PN2n/4B2r/PPB2P2/R3R1K1 b - - 1 26,h1g1,-1.0,0.93235
r2qr3/3b4/p5Q1/2ppk1p1/1pPP4/1P2P1P1/P5P1/5RK1 b - - 0 26,r2qr3/3b4/p5Q1/3pk1p1/1pPp4/1P2P1P1/P5P1/5RK1 w - - 0 27,c5d4,-1.0,0.92777
1r1N3Q/p5p1/3p1b1k/2q4p/1nBpPp1P/1P1R4/P4PP1/K7 b - - 5 33,1r1N3Q/p5p1/3p1bk1/2q4p/1nBpPp1P/1P1R4/P4PP1/K7 w - - 6 34,h6g6,-1.0,0.93242
3r4/1Q2b1p1/1R1kp2p/2p2p2/8/2P2P2/1P1q1NPP/6K1 b - - 13 38,3r4/1Q2b1p1/1R2p2p/2p1kp2/8/2P2P2/1P1q1NPP/6K1 w - - 14 39,d6e5,-1.0,0.93239
1r3bQk/r4p1b/5P1p/2pqp3/1p5P/1P5B/P5RK/6R1 b - - 1 48,1r3bbk/r4p2/5P1p/2pqp3/1p5P/1P5B/P5RK/6R1 w - - 0 49,h7g8,-1.0,0.93262
2r3k1/pp3p1Q/5pn1/5N2/b7/q2BP2R/6PP/6K1 b - - 5 36,2r2k2/pp3p1Q/5pn1/5N2/b7/q2BP2R/6PP/6K1 w - - 6 37,g8f8,-1.0,0.93265
2n4r/pkp3q1/QnN1b3/1P2p1pp/2p5/R2r2P1/P2N1P1P/1R4K1 b - - 1 30,k1n4r/p1p3q1/QnN1b3/1P2p1pp/2p5/R2r2P1/P2N1P1P/1R4K1 w - - 2 31,b7a8,-1.0,0.9329
1QR5/5qpk/p5rp/8/3Bp3/2P4P/P5r1/3R2K1 w - - 0 40,1QR5/5qpk/p5rp/8/3Bp3/2P4P/P5r1/3R3K b - - 1 40,g1h1,-1.0,0.93282
6r1/pp3r1k/3p4/2pPqPBR/2P5/2P5/P7/6RK b - - 0 28,6r1/pp3rk1/3p4/2pPqPBR/2P5/2P5/P7/6RK w - - 1 29,h7g7,-1.0,0.93292
5Q2/p3pR1k/p1p5/4r1p1/2P1q2P/1P6/P5P1/7K b - - 5 31,5Q2/p3pR2/p1p3k1/4r1p1/2P1q2P/1P6/P5P1/7K w - - 6 32,h7g6,-1.0,0.93296
5R2/5kpp/3pNb2/3qpP2/1p6/pP6/P6P/1KR5 b - - 3 36,5R2/4k1pp/3pNb2/3qpP2/1p6/pP6/P6P/1KR5 w - - 4 37,f7e7,-1.0,0.93311
rnR1kb1r/p4ppb/5P1p/1q1p4/8/6P1/P4PBP/3Q2KR b kq - 1 19,rnR2b1r/p2k1ppb/5P1p/1q1p4/8/6P1/P4PBP/3Q2KR w - - 2 20,e8d7,-1.0,0.93311
r1b1k2r/8/2N5/p4pP1/P2Bn1n1/2P4N/4B1Pb/R4RK1 w kq - 2 29,r1b1k2r/8/2N5/p4pP1/P2Bn1n1/2P4N/4B1Pb/R4R1K b kq - 3 29,g1h1,-1.0,0.93324
r1b2k1r/2p2ppp/2B5/p1npP3/1KP5/4q3/PP1N2PP/R1BQ3R w - - 0 18,r1b2k1r/2p2ppp/2B5/pKnpP3/2P5/4q3/PP1N2PP/R1BQ3R b - - 1 18,b4b5,-1.0,0.93678
4r2k/pp5R/2pBp3/8/P3Q3/4P2P/6PK/1qq5 b - - 0 34,4r1k1/pp5R/2pBp3/8/P3Q3/4P2P/6PK/1qq5 w - - 1 35,h8g8,-1.0,0.93336
r4k1r/pp2Q2p/4R1p1/5p2/8/8/2Pb1PPP/q4BK1 b - - 1 25,r5kr/pp2Q2p/4R1p1/5p2/8/8/2Pb1PPP/q4BK1 w - - 2 26,f8g8,-1.0,0.93327
4k1Q1/1rq5/3p1Bp1/pp1Pp3/3nP3/P2P2PP/6BK/1r6 b - - 7 33,6Q1/1rqk4/3p1Bp1/pp1Pp3/3nP3/P2P2PP/6BK/1r6 w - - 8 34,e8d7,-1.0,0.93346
7Q/5p2/1n3ppk/q7/1p1p4/1P1P2PP/r1P4K/4N3 b - - 1 36,7Q/5p2/1n3pp1/q5k1/1p1p4/1P1P2PP/r1P4K/4N3 w - - 2 37,h6g5,-1.0,0.93346
8/3R3p/p3pnpk/2q1Q1P1/1p3P2/7P/1P5K/2r5 b - - 0 44,8/3R3p/p3pnp1/2q1Q1Pk/1p3P2/7P/1P5K/2r5 w - - 1 45,h6h5,-1.0,0.93347
3r4/1Rk2p2/B1p1p3/4P3/5q2/P7/7r/1K1R4 b - - 3 31,2kr4/1R3p2/B1p1p3/4P3/5q2/P7/7r/1K1R4 w - - 4 32,c7c8,-1.0,0.93347
8/1p3ppk/7r/R4R2/3P2p1/1Q2P1Pr/5P1P/6Kq w - - 5 40,8/1p3ppk/7r/R4R2/3P2p1/1Q2P1Pr/5P1P/7K b - - 0 40,g1h1,-1.0,0.93349
2q1rnkQ/p4r2/1p3pp1/3P4/2bPp2B/2P4R/P1B3PP/4R1K1 b - - 1 29,2q1rn1k/p4r2/1p3pp1/3P4/2bPp2B/2P4R/P1B3PP/4R1K1 w - - 0 30,g8h8,-1.0,0.93352
8/4R3/2qp1pp1/2p1pNkp/1pQ1PnPP/8/2P4K/8 b - - 0 52,8/4R3/2qp1pp1/2p1pN1p/1pQ1PnkP/8/2P4K/8 w - - 0 53,g5g4,-1.0,0.93344
8/2p2Qbk/2N2qp1/2R2pKp/4pP2/3p2P1/7r/8 w - - 2 37,8/2p3bk/2N2Qp1/2R2pKp/4pP2/3p2P1/7r/8 b - - 0 37,f7f6,-1.0,0.93365
8/2B3pk/p7/8/PRP4P/5b2/4n2K/5n2 w - - 1 51,8/2B3pk/p7/8/PRP4P/5b1K/4n3/5n2 b - - 2 51,h2h3,-1.0,0.93367
5r1k/2R3Bp/p3P1b1/3B4/p1p1P2P/6PK/8/3q4 b - - 0 34,5rk1/2R3Bp/p3P1b1/3B4/p1p1P2P/6PK/8/3q4 w - - 1 35,h8g8,-1.0,0.93368
1r3r1k/2R1R1pQ/pp1Np2p/4P2q/5P2/P5Pb/1P5P/6K1 b - - 5 43,1r3r2/2R1R1pk/pp1Np2p/4P2q/5P2/P5Pb/1P5P/6K1 w - - 0 44,h8h7,-1.0,0.93371
r2q2rk/p2b1p1Q/1p2nPp1/3pP3/2pP1R2/P1P3N1/6PP/1B3RK1 b - - 0 24,r2q2r1/p2b1p1k/1p2nPp1/3pP3/2pP1R2/P1P3N1/6PP/1B3RK1 w - - 0 25,h8h7,-1.0,0.93373
r1bqn3/2ppbQkp/p1n3p1/1p2P3/8/5R2/PPP2PPP/RNB3K1 b - - 3 16,r1bqn2k/2ppbQ1p/p1n3p1/1p2P3/8/5R2/PPP2PPP/RNB3K1 w - - 4 17,g7h8,-1.0,0.93364
8/6Rk/2N1p2p/1r2P2N/1p2n3/1Pb5/2P3K1/8 b - - 6 48,7k/6R1/2N1p2p/1r2P2N/1p2n3/1Pb5/2P3K1/8 w - - 7 49,h7h8,-1.0,0.93374
1r6/8/p1r1pR1p/2p3pk/4K3/1p5R/P4P2/8 b - - 3 38,1r6/8/p1r1pR1p/2p3p1/4K1k1/1p5R/P4P2/8 w - - 4 39,h5g4,-1.0,0.93382
8/1p5k/4p2p/3R2pQ/8/3N2P1/7K/2B2qb1 w - - 1 47,8/1p5k/4p2p/3R2pQ/8/3N2P1/8/2B2qbK b - - 2 47,h2h1,-1.0,0.93382
1r5k/5Rrp/3p4/1N1Bb3/P3p3/1QR3p1/1P3P2/6Kq w - - 2 34,1r5k/5Rrp/3p4/1N1Bb3/P3p3/1QR3p1/1P3P2/7K b - - 0 34,g1h1,-1.0,0.93384
5r1k/pR6/3p2p1/2pQn3/2P1B2p/2P1P2b/P1N2q1P/1R4K1 w - - 3 30,5r1k/pR6/3p2p1/2pQn3/2P1B2p/2P1P2b/P1N2q1P/1R5K b - - 4 30,g1h1,-1.0,0.93386
8/2r1N3/5R2/1p2n3/1k2P2P/1P3P2/P1q5/1K3Q2 w - - 1 34,8/2r1N3/5R2/1p2n3/1k2P2P/1P3P2/P1q5/K4Q2 b - - 2 34,b1a1,-1.0,0.93388
8/2p2N1p/3pN2k/3PP3/p1n2KPP/8/8/8 b - - 4 63,8/2p2N1p/3pN1k1/3PP3/p1n2KPP/8/8/8 w - - 5 64,h6g6,-1.0,0.93382
6r1/3R3p/4pk2/1Pp2pn1/5K2/3NP1P1/5r1P/3R4 w - - 8 37,6r1/3R3p/4pk2/1Pp2pn1/5K2/4P1P1/5N1P/3R4 b - - 0 37,d3f2,-1.0,0.93409
