,parent_fen,child_fen,move,parent_score,child_score,difference
119,1k2r3/ppp5/7Q/4q3/8/2P1p2P/PP4PK/4R3 w - - 2 30,1k2r3/ppp5/7Q/4q3/8/2P1p2P/PP4P1/4R2K b - - 3 30,h2h1,-0.46427,-0.66444,0.20017000000000001
120,2b4r/p7/3kP3/1p1B1R1P/6K1/8/P7/8 w - - 5 48,2b4r/p7/3kP3/1p3R1P/6K1/1B6/P7/8 b - - 6 48,d5b3,0.53183,0.33449,0.19734000000000002
121,8/3k3p/1p4p1/3p2P1/2bK4/1p3P2/7P/4R3 b - - 2 53,8/7p/1pk3p1/3p2P1/2bK4/1p3P2/7P/4R3 w - - 3 54,d7c6,-0.33729,-0.53413,0.19684000000000001
122,6k1/p4p1p/4p1p1/8/1PpN4/n1r1P1PP/5P2/R4K2 b - - 1 33,6k1/p4p1p/6p1/4p3/1PpN4/n1r1P1PP/5P2/R4K2 w - - 0 34,e6e5,0.34191,0.14533,0.19658
123,2k5/2b1R3/6p1/PP2n2p/8/3p2P1/7P/5K2 b - - 1 51,2k5/2b1R3/6p1/PP5p/6n1/3p2P1/7P/5K2 w - - 2 52,e5g4,-0.41434,-0.6103,0.19595999999999997
124,3rr1k1/4nppp/1pp5/p7/P1RPP1PP/1N3P2/5K2/7R w - - 0 24,3rr1k1/4nppp/1pp5/p6P/P1RPP1P1/1N3P2/5K2/7R b - - 0 24,h4h5,0.32267,0.12698,0.19569
125,6k1/7p/8/4pr2/1P1p4/1p4P1/r3R2P/1K2R3 w - - 4 33,6k1/7p/8/4Rr2/1P1p4/1p4P1/r6P/1K2R3 b - - 0 33,e2e5,-0.33393,-0.52891,0.19498
126,k7/pp6/8/8/2P2p2/6r1/PP1K2p1/6Q1 w - - 2 36,k7/pp6/8/8/2P2p2/6r1/PP2K1p1/6Q1 b - - 3 36,d2e2,0.34515,0.15022,0.19493000000000002
127,8/4R3/1k2p3/1p2P3/2p5/r1P5/1r3bPP/3RB2K b - - 5 31,8/4R3/4p3/1pk1P3/2p5/r1P5/1r3bPP/3RB2K w - - 6 32,b6c5,0.51422,0.32141,0.19281000000000004
128,8/p1nrk3/1pR1p2r/3p4/PP4Bp/7P/2P1R1PK/8 b - - 7 37,3k4/p1nr4/1pR1p2r/3p4/PP4Bp/7P/2P1R1PK/8 w - - 8 38,e7d8,-0.46628,-0.65808,0.19180000000000003
129,7r/6R1/8/3B4/5kp1/7p/PPP5/2K5 w - - 0 35,7r/6R1/8/3B4/1P3kp1/7p/P1P5/2K5 b - - 0 35,b2b4,0.81777,0.62714,0.19062999999999997
130,4r3/p1R3p1/1n3pk1/3p4/pB2p2p/P2p1P1P/1N4P1/5K2 w - - 0 34,4r3/p1R3p1/1n3pk1/3p4/p3p2p/P1Bp1P1P/1N4P1/5K2 b - - 1 34,b4c3,-0.11517,-0.30566,0.19049
131,8/4nkp1/p2Q4/1pp2q2/7P/P1B3P1/1P3P1K/8 w - - 11 41,8/4nkp1/p2Q4/1pp2q2/7P/P5P1/1P3P1K/4B3 b - - 12 41,c3e1,0.71555,0.52516,0.19039000000000006
132,8/p1R3pp/1p2Nnk1/3p1p2/1q6/4PP2/P5PP/5RK1 b - - 0 25,8/p1R3pp/1p2Nnk1/3p1p2/8/4PP2/P2q2PP/5RK1 w - - 1 26,b4d2,-0.06052,-0.25044,0.18992
133,8/3k4/2p5/pr2Pp1p/2KP1PpP/1P6/8/R7 w - - 2 46,8/3k4/2p5/pr2Pp1p/R1KP1PpP/1P6/8/8 b - - 3 46,a1a4,-0.12471,-0.31317,0.18846000000000002
134,8/r5p1/4K1P1/1k6/2p5/5R2/8/8 w - - 0 128,8/r4Rp1/4K1P1/1k6/2p5/8/8/8 b - - 1 128,f3f7,-0.5613,-0.37293,0.18837000000000004
135,1R3B2/2rk3p/8/4P3/pp6/b2K4/8/8 b - - 3 48,1R3B2/2rk4/8/4P2p/pp6/b2K4/8/8 w - - 0 49,h7h5,0.38139,0.19317,0.18822
137,8/4rkp1/5p2/Kp1R1P1p/p6P/Pr1P1RP1/8/8 w - - 4 44,8/4rkp1/5p2/Kp1R1P1p/p4R1P/Pr1P2P1/8/8 b - - 5 44,f3f4,-0.34665,-0.53449,0.18784
136,8/8/kp6/8/7Q/8/2q5/4K3 w - - 3 57,8/8/kp6/8/1Q6/8/2q5/4K3 b - - 4 57,h4b4,-0.28927,-0.47687,0.1876
139,6k1/1p3rp1/4n2p/pP1B4/7P/P1B3P1/4r3/R5K1 b - - 1 33,6k1/1p3rp1/4n2p/1P1B4/p6P/P1B3P1/4r3/R5K1 w - - 0 34,a5a4,0.49339,0.30647,0.18691999999999998
138,3n4/1pp1kp2/3p3R/3PpB2/1pn4P/r6R/2K1PP2/8 b - - 1 33,3n4/1pp1kp2/3p3R/r2PpB2/1pn4P/7R/2K1PP2/8 w - - 2 34,a3a5,-0.19658,-0.38345,0.18687
140,6k1/5p2/p2R3p/2pP4/1rb1P2N/7P/5KP1/8 w - - 2 36,6k1/5p2/p2R3p/2pP1N2/1rb1P3/7P/5KP1/8 b - - 3 36,h4f5,0.61296,0.42638,0.18657999999999997
141,3r4/2R3pk/6qp/3pQ3/8/5P1K/2P3PP/8 w - - 7 34,3r4/2R3pk/6qp/3pQ3/8/2P2P1K/6PP/8 b - - 0 34,c2c3,0.39849,0.21192,0.18657
142,8/3R4/8/4r2p/P1P2K1P/2kp4/8/8 b - - 1 66,4r3/3R4/8/7p/P1P2K1P/2kp4/8/8 w - - 2 67,e5e8,0.37184,0.55773,0.18588999999999994
144,2r3k1/5ppp/8/4p3/nB2P3/p7/N3BPPP/6K1 w - - 3 30,2r3k1/5ppp/8/4p3/nB2P3/p7/N4PPP/3B2K1 b - - 4 30,e2d1,-0.27954,-0.46522,0.18568
143,8/k2r2pp/pR2Nr2/2P1P3/8/7P/6PK/8 b - - 0 38,8/k2r2pp/pR2N3/2P1P3/8/7P/5rPK/8 w - - 1 39,f6f2,0.1233,-0.06137,0.18467
145,8/1p3p1k/7p/p4P2/2NB4/2P3K1/r6P/8 w - - 1 38,8/1p3p1k/7p/p3NP2/3B4/2P3K1/r6P/8 b - - 2 38,c4e5,-0.36979,-0.55413,0.18434
147,8/7p/4R3/3p2PP/1K1k4/3b1p2/8/8 b - - 0 66,8/7p/4R3/3p1bPP/1K1k4/5p2/8/8 w - - 1 67,d3f5,0.56644,0.38221,0.18423000000000006
146,4rnR1/5r1k/p6p/1p3p2/1Pp1pP2/4P3/P2PN2P/6RK b - - 3 32,3r1nR1/5r1k/p6p/1p3p2/1Pp1pP2/4P3/P2PN2P/6RK w - - 4 33,e8d8,0.02567,-0.15824,0.18391
148,5b2/8/4B2p/3Pk2P/2K3P1/7P/8/8 w - - 39 80,5b2/8/4B2p/3Pk2P/2K3PP/8/8/8 b - - 0 80,h3h4,0.40185,0.21822,0.18363
149,8/4nkp1/p2Q4/1pp2q2/7P/P1B3P1/1P3P1K/8 w - - 7 39,8/4nkp1/p2Q4/1pp2q2/7P/P5P1/1P3P1K/4B3 b - - 8 39,c3e1,0.70803,0.52458,0.18345
150,8/3k2p1/1Kp4p/1p1r4/3P4/2R5/P4PPP/8 b - - 6 42,8/3k2p1/1Kp4p/3r4/1p1P4/2R5/P4PPP/8 w - - 0 43,b5b4,-0.25781,-0.44105,0.18324000000000001
151,8/4nkp1/p2Q4/1pp2q2/7P/P1B3P1/1P3P1K/8 w - - 15 43,8/4nkp1/p2Q4/1pp2q2/7P/P5P1/1P3P1K/4B3 b - - 16 43,c3e1,0.70813,0.52499,0.18314000000000008
152,8/p4B2/1p1K4/6pp/1P2P3/2r2Pk1/P3n3/3R4 b - - 6 45,8/p4B2/1p1K4/6p1/1P2P2p/2r2Pk1/P3n3/3R4 w - - 0 46,h5h4,-0.18164,0.00114,0.18278
153,8/k3rq2/p1R4p/2p2P2/2P2QPP/Pp6/K7/8 w - - 0 45,8/k3rq2/p1R4p/2p2P2/2P2QPP/Pp6/8/1K6 b - - 1 45,a2b1,0.67464,0.49189,0.18275000000000002
154,4n1k1/2r2p1p/3p2p1/3P1bP1/8/1p5P/1B1RP1BK/8 b - - 3 38,4n1k1/2r2p1p/3p2p1/3P2P1/8/1p5P/1B1RP1BK/1b6 w - - 4 39,f5b1,0.46517,0.28257,0.18259999999999998
155,6k1/p6p/3p4/3qp1P1/4r3/P1P2QR1/1P4KP/8 w - - 4 38,6k1/p6p/3p4/3qp1P1/4r3/PPP2QR1/6KP/8 b - - 0 38,b2b3,0.16431,-0.01804,0.18235
156,1k6/3Q1p1p/5p2/1PK2P2/P3q2P/3p4/8/8 b - - 0 40,1k6/3Q1p1p/5p2/1PK2P2/P3q2P/8/3p4/8 w - - 0 41,d3d2,-0.72102,-0.9033,0.18228
157,5Q2/8/8/1r6/3k4/8/3q1RK1/8 b - - 2 60,5Q2/8/8/6r1/3k4/8/3q1RK1/8 w - - 3 61,b5g5,0.81607,0.99773,0.18166000000000004
158,3r2k1/p4pp1/Np2p3/n3P2p/2p2PP1/P3P1nP/2R5/2R3K1 w - - 0 30,3r2k1/p4pp1/Np2p3/n3P2p/2p2PP1/P3P1nP/2R2K2/2R5 b - - 1 30,g1f2,0.18256,0.00099,0.18157
159,3n3R/4kp2/3p4/1ppP1B1P/1pn1p3/1R6/3rPP2/3K4 w - - 3 38,3n3R/4kp2/3p4/1ppP1B1P/1pn1p3/1R6/3rPP2/2K5 b - - 4 38,d1c1,-0.0444,-0.22578,0.18138
160,2r3k1/6pp/n1pR1p2/5PP1/n1PBN3/Pp5P/8/2K5 b - - 0 32,4r1k1/6pp/n1pR1p2/5PP1/n1PBN3/Pp5P/8/2K5 w - - 1 33,c8e8,-0.45349,-0.63456,0.18107
161,8/4Qp1k/p4P1r/1p2P3/1Pq4p/3p2Pp/5R1K/8 w - - 0 58,8/4Qp1k/p4P1r/1p2P3/1Pq3Pp/3p3p/5R1K/8 b - - 0 58,g3g4,-0.3291,-0.50897,0.17987000000000003
162,5r2/p7/1p1k2P1/3p4/4rp1R/2Pb4/PP3KPP/R1B5 b - - 0 33,5r2/p7/1pk3P1/3p4/4rp1R/2Pb4/PP3KPP/R1B5 w - - 1 34,d6c6,-0.61534,-0.79498,0.17964000000000002
163,2B2b2/8/7p/3Pk2P/2K3P1/7P/8/8 w - - 43 82,2B2b2/8/7p/3Pk2P/2K3PP/8/8/8 b - - 0 82,h3h4,0.38808,0.20932,0.17875999999999997
164,8/5r2/p4P1p/5R2/6P1/1kp5/8/2K5 w - - 0 57,8/5r2/p4P1p/5R2/6P1/1kp5/8/1K6 b - - 1 57,c1b1,-0.47812,-0.65677,0.17864999999999998
165,3r1n2/3r1k2/3p4/p1p2p2/1pP4P/1P2R1N1/P5K1/5R2 b - - 1 44,3r1n2/3r1k2/8/p1pp1p2/1pP4P/1P2R1N1/P5K1/5R2 w - - 0 45,d6d5,-0.50591,-0.6845,0.17859000000000003
167,5R2/2r3pk/1p5p/3p4/1P6/6RP/3r2PK/8 b - - 7 49,5R2/3r2pk/1p5p/3p4/1P6/6RP/3r2PK/8 w - - 8 50,c7d7,0.37774,0.55627,0.17853000000000002
166,8/8/2k1p1p1/R3Pp1p/6rP/5KP1/8/8 w - - 27 74,8/R7/2k1p1p1/4Pp1p/6rP/5KP1/8/8 b - - 28 74,a5a7,-0.61575,-0.79354,0.17779
168,4b2r/pp4Qp/3Pkp2/8/3pq3/1P4P1/P2P3P/5RK1 b - - 0 29,7r/pp4Qp/3Pkp2/1b6/3pq3/1P4P1/P2P3P/5RK1 w - - 1 30,e8b5,-0.6606,-0.83826,0.17766000000000004
169,4k3/8/p3p1p1/4Pp2/1rrp3P/1n1RBPK1/1P6/3R4 w - - 2 42,4k3/8/p3p1p1/4Pp2/1rrB3P/1n1R1PK1/1P6/3R4 b - - 0 42,e3d4,-0.43093,-0.60833,0.17740000000000006
170,8/Np6/3nk2p/P5p1/2p3P1/2P2K2/7P/8 w - - 3 42,8/Np6/3nk2p/P5p1/2p3P1/2P5/5K1P/8 b - - 4 42,f3f2,-0.53804,-0.7151,0.17706
171,r2q3k/2R3pp/1P3p2/p3pP2/4P3/P2p4/7P/K5Q1 b - - 1 45,r2q3k/2R4p/1P3p2/p3pPp1/4P3/P2p4/7P/K5Q1 w - g6 0 46,g7g5,0.357,0.18008,0.17692
172,3Rn3/1p2rkpp/pPp2p2/4p3/P1P1P3/2N5/5PPP/6K1 b - - 0 28,3Rn3/1p2rk1p/pPp2pp1/4p3/P1P1P3/2N5/5PPP/6K1 w - - 0 29,g7g6,-0.22717,-0.40408,0.17690999999999998
173,5r2/3k2p1/p1p1p3/1p2PnN1/1P2KPR1/P2P4/8/8 b - - 6 54,5r2/4k1p1/p1p1p3/1p2PnN1/1P2KPR1/P2P4/8/8 w - - 7 55,d7e7,-0.24267,-0.41913,0.17646
174,8/4kp1p/6p1/q2P4/3Q4/5PP1/6KP/8 b - - 0 50,8/4kp2/6pp/q2P4/3Q4/5PP1/6KP/8 w - - 0 51,h7h6,-0.30766,-0.4841,0.17643999999999999
175,8/6pp/p3R3/P5k1/4R3/4P1P1/r5rP/4K3 w - - 1 32,8/6pp/p3R3/P5k1/4R3/4P1P1/r5rP/5K2 b - - 2 32,e1f1,-0.56936,-0.74575,0.17639000000000005
176,8/1p6/2p2kp1/PpR1n3/1P2B1r1/4K3/8/8 b - - 3 55,8/1p6/2p1k1p1/PpR1n3/1P2B1r1/4K3/8/8 w - - 4 56,f6e6,0.93194,0.75565,0.17628999999999995
177,5k2/6p1/p2p2Kp/P1pPp3/2P1P1PP/2P5/8/8 w - - 1 44,5k2/6pK/p2p3p/P1pPp3/2P1P1PP/2P5/8/8 b - - 2 44,g6h7,0.72098,0.5447,0.17628
178,8/2p5/3b4/2p5/1pP2p1k/1P1K1R2/P4Nr1/8 b - - 1 44,8/2p3r1/3b4/2p5/1pP2p1k/1P1K1R2/P4N2/8 w - - 2 45,g2g7,0.60706,0.43089,0.17617000000000005
180,4k3/1b2bp1p/p3p3/4P1r1/5R2/1NB2P1P/1P4PK/8 b - - 0 36,4k3/1b2b2p/p3pp2/4P1r1/5R2/1NB2P1P/1P4PK/8 w - - 0 37,f7f6,-0.53053,-0.70593,0.1754
179,8/3R4/8/4r2p/P1P2K1P/2kp4/8/8 b - - 5 68,4r3/3R4/8/7p/P1P2K1P/2kp4/8/8 w - - 6 69,e5e8,0.37355,0.54889,0.17534
181,7R/8/2pp2kP/p1r5/P2p4/8/4KP2/8 b - - 1 39,7R/8/2pp2kP/p2r4/P2p4/8/4KP2/8 w - - 2 40,c5d5,0.57553,0.4006,0.17492999999999997
184,5R2/1pr2p1k/p2N4/3n2p1/6Pp/1P3P1P/PK6/8 w - - 0 44,8/1pr2R1k/p2N4/3n2p1/6Pp/1P3P1P/PK6/8 b - - 0 44,f8f7,0.05245,-0.12206,0.17451
182,8/8/3b1Np1/5p1p/7P/6PK/5k2/8 b - - 3 66,8/8/5Np1/4bp1p/7P/6PK/5k2/8 w - - 4 67,d6e5,0.69744,0.52321,0.17423
185,8/p1N5/3P4/b6p/5k1B/PP5b/1KP1rp2/3R4 w - - 0 45,8/p7/3P4/b2N3p/5k1B/PP5b/1KP1rp2/3R4 b - - 1 45,c7d5,-0.55468,-0.72876,0.17408
183,4K3/3P3R/k7/8/8/7p/8/4r3 w - - 5 60,8/3P1K1R/k7/8/8/7p/8/4r3 b - - 6 60,e8f7,0.29087,0.46484,0.17396999999999996
188,8/2k5/8/P7/2b5/5Bp1/6Pp/7K w - - 2 46,8/2k5/8/P7/2b5/6p1/4B1Pp/7K b - - 3 46,f3e2,-0.07124,-0.24496,0.17372
186,5rr1/p6p/2k5/1p2P3/3pP1P1/7P/PB1PK3/n6R b - - 0 27,6r1/p6p/2k5/1p2P3/3pPrP1/7P/PB1PK3/n6R w - - 1 28,f8f4,0.30827,0.13492,0.17334999999999998
187,7r/pk4p1/1p2p3/5p2/5Pp1/B1P5/2PK3P/7R w - - 0 33,7r/pk4p1/1p2p3/5p2/2P2Pp1/B7/2PK3P/7R b - - 0 33,c3c4,0.2561,0.08301,0.17309
190,3r4/1p3p2/5k2/pPn5/P1p1p1R1/2N1P3/4K1P1/8 b - - 3 50,3r4/1p3p2/8/pPn2k2/P1p1p1R1/2N1P3/4K1P1/8 w - - 4 51,f6f5,0.44275,0.61534,0.17259000000000002
189,R1R5/p4pk1/1p2r3/4P2p/4KP2/P3P1r1/6p1/8 b - - 3 51,R1R5/p4pk1/1p2r3/4P3/4KP1p/P3P1r1/6p1/8 w - - 0 52,h5h4,-0.5863,-0.75872,0.1724199999999999
191,2k5/pp3p1p/4pp2/2n5/2P1br2/5N1P/PPB1KPP1/6R1 w - - 1 23,2k5/pp3p1p/4pp2/2n5/2P1br2/4KN1P/PPB2PP1/6R1 b - - 2 23,e2e3,-0.40888,-0.58109,0.17220999999999997
192,5r2/3k2p1/p1p1p3/1p2PnN1/1P2KPR1/P2P4/8/8 b - - 2 52,5r2/4k1p1/p1p1p3/1p2PnN1/1P2KPR1/P2P4/8/8 w - - 3 53,d7e7,-0.2504,-0.4226,0.17219999999999996
193,5k2/6p1/6p1/6P1/5K1P/8/6P1/8 b - - 6 44,8/4k1p1/6p1/6P1/5K1P/8/6P1/8 w - - 7 45,f8e7,-0.39709,-0.56926,0.17217
194,3b4/5p1p/1p2b1k1/2pNP1p1/4P3/rP2P3/6PP/1R2B1K1 w - - 9 30,3b4/5p1p/1p2b1k1/2pNP1p1/1P2P3/r3P3/6PP/1R2B1K1 b - - 0 30,b3b4,-0.07378,-0.24564,0.17186
195,6k1/1p3pp1/4n2p/p3N3/P1Q1P2P/1P4PK/5q2/8 w - - 1 40,2Q3k1/1p3pp1/4n2p/p3N3/P3P2P/1P4PK/5q2/8 b - - 2 40,c4c8,-0.352,-0.52263,0.17063000000000006
196,8/5pp1/6b1/1p1p2k1/1PpP2P1/2P1qP2/1Q4K1/3B4 w - - 7 50,8/5pp1/6b1/1p1p2k1/1PpP2P1/2P1qP2/5QK1/3B4 b - - 8 50,b2f2,-0.45328,-0.28273,0.17055000000000003
197,1r6/6kp/R7/6b1/1R4N1/2P2P1b/7P/6K1 b - - 4 45,4r3/6kp/R7/6b1/1R4N1/2P2P1b/7P/6K1 w - - 5 46,b8e8,-0.9541,-0.78362,0.17047999999999996
198,3r4/6kp/ppbB4/4P3/1P2NR2/P6P/2r3P1/6K1 b - - 4 40,3r4/6k1/ppbB4/4P2p/1P2NR2/P6P/2r3P1/6K1 w - - 0 41,h7h5,0.32812,0.15791,0.17021000000000003
199,8/1kp5/6N1/6Pp/bpp1P3/2P1b2N/1K5P/8 w - - 0 38,8/1kp5/8/6Pp/bpp1PN2/2P1b2N/1K5P/8 b - - 1 38,g6f4,-0.3408,-0.51091,0.17010999999999998
200,5nk1/8/p3p2Q/qp1pP3/8/1P1B1K2/P1P5/8 b - - 0 33,5nk1/8/p3p2Q/1p1pP3/8/1P1B1K2/P1P5/4q3 w - - 1 34,a5e1,-0.08512,-0.25519,0.17006999999999997
201,8/5p1k/1P2b1p1/6P1/P3P3/8/3r1K1p/4Q3 w - - 1 53,8/5p1k/1P2b1p1/6P1/P3P3/4K3/3r3p/4Q3 b - - 2 53,f2e3,0.35119,0.52125,0.17006
202,8/7K/6p1/p2p4/1p1n2P1/1Pk3P1/8/3B1N2 w - - 1 56,8/8/6K1/p2p4/1p1n2P1/1Pk3P1/8/3B1N2 b - - 0 56,h7g6,0.09575,0.26577,0.17002
203,8/pp3k1p/n2Bp3/P2pPp2/1P1P1P1q/3Q4/7P/7K w - - 3 38,8/pp3k1p/n2Bp3/P2pPp2/1P1P1P1q/5Q2/7P/7K b - - 4 38,d3f3,0.46125,0.29161,0.16964
204,5r2/1p1bp1kp/1r1p1pp1/8/4PP2/2N4P/PPP3PK/1R3R2 b - - 1 20,5r2/1p2p1kp/1r1pbpp1/8/4PP2/2N4P/PPP3PK/1R3R2 w - - 2 21,d7e6,-0.23801,-0.40755,0.16954000000000002
205,5r2/4R3/2r3p1/ppp1n1P1/4k2N/2P5/P3K3/7R b - - 11 44,8/4Rr2/2r3p1/ppp1n1P1/4k2N/2P5/P3K3/7R w - - 12 45,f8f7,0.19844,0.02913,0.16931000000000002
206,4k3/1RBn4/2N2p1p/2bp2p1/6P1/7P/5PK1/3r4 w - - 2 47,1N2k3/1RBn4/5p1p/2bp2p1/6P1/7P/5PK1/3r4 b - - 3 47,c6b8,-0.41524,-0.58415,0.16890999999999995
207,5k2/pp1b1p2/2p1pPp1/8/2P1qPQK/P4R2/8/8 w - - 10 43,5k2/pp1b1p2/2p1pPp1/8/2P1qP1K/P4R1Q/8/8 b - - 11 43,g4h3,0.43455,0.26575,0.1688
208,8/5k2/2r1p3/p2r1pP1/P1pP1n1p/2B2P2/1PR4K/2R5 w - - 1 48,8/5k2/2r1p3/p2r1pP1/P1pP1n1p/5P2/1PRB3K/2R5 b - - 2 48,c3d2,-0.19446,-0.36315,0.16868999999999998
209,8/4kpp1/1p6/3Rn2P/6P1/2b5/r3BRK1/8 w - - 3 40,8/4kpp1/1p6/3Rn1PP/8/2b5/r3BRK1/8 b - - 0 40,g4g5,0.67263,0.50395,0.16867999999999994
210,8/1p2Qpp1/p1p4p/3bN2k/5q2/5P1P/P5PK/8 w - - 6 32,8/1p2Qpp1/p1p4p/3bN2k/5q2/5P1P/P5P1/7K b - - 7 32,h2h1,-0.71247,-0.5438,0.1686700000000001
212,r5k1/3n2pp/rppB4/5p2/P3p3/2P1P3/5PPP/R2R1K2 w - - 0 23,r5k1/3n2pp/rpp5/5p2/P3p3/2P1P1B1/5PPP/R2R1K2 b - - 1 23,d6g3,-0.35206,-0.52058,0.16852000000000006
211,5r2/5r2/p3p1k1/1p1pPpp1/3P2p1/1PP1K1P1/P4R1P/5R2 b - - 8 35,7r/5r2/p3p1k1/1p1pPpp1/3P2p1/1PP1K1P1/P4R1P/5R2 w - - 9 36,f8h8,0.79852,0.63015,0.16837000000000002
213,3n4/2Br1k2/1Kp3p1/1p1pP3/3P1p1p/2PB1P1P/6P1/8 w - - 16 49,3n4/2Br1k2/1Kp3p1/1p1pP3/3P1p1p/2P2P1P/6P1/1B6 b - - 17 49,d3b1,0.06965,-0.09837,0.16802
214,8/8/2R5/6P1/p2k4/r1p4P/5PK1/8 w - - 0 46,8/8/2R5/6P1/p2k3P/r1p5/5PK1/8 b - - 0 46,h3h4,-0.06359,-0.23158,0.16799000000000003
215,6k1/Qp3p2/3q2p1/3p3p/P4r2/1P1K4/3R2B1/8 b - - 0 51,6k1/Qp3p2/3q2p1/3p3p/Pr6/1P1K4/3R2B1/8 w - - 1 52,f4b4,-0.08268,-0.25052,0.16784000000000002
216,5r2/3k2p1/p1p1p3/1p2PnN1/1P2KPR1/P2P4/8/8 b - - 10 56,5r2/4k1p1/p1p1p3/1p2PnN1/1P2KPR1/P2P4/8/8 w - - 11 57,d7e7,-0.24728,-0.41504,0.16776000000000002
217,2k5/1p6/7p/1PP3q1/1K1Q4/8/8/8 w - - 6 63,2k5/1p6/7p/KPP3q1/3Q4/8/8/8 b - - 7 63,b4a5,0.1499,-0.01765,0.16755
218,5r2/pp1k4/8/3bP1p1/3N4/4K1P1/P6P/2R5 w - - 0 35,5r2/pp1k4/8/3bP1p1/3N4/P3K1P1/7P/2R5 b - - 0 35,a2a3,0.43686,0.26951,0.16735
219,6k1/p3b3/1n2r2P/1p1p1R2/3P1B1P/1PP5/P7/1K6 b - - 14 38,6k1/p3b3/1n5P/1p1p1R2/3P1B1P/1PP5/P3r3/1K6 w - - 15 39,e6e2,0.06942,-0.0979,0.16732
220,8/8/1pb5/pNbk2p1/P1p2pP1/2P2P2/3PK3/2B5 b - - 5 42,8/4b3/1pb5/pN1k2p1/P1p2pP1/2P2P2/3PK3/2B5 w - - 6 43,c5e7,0.5854,0.41935,0.16605000000000003
221,8/p7/3k4/P4Kp1/5pBp/5P1P/6b1/8 w - - 2 55,8/p7/3k2K1/P5p1/5pBp/5P1P/6b1/8 b - - 3 55,f5g6,0.35871,0.19277,0.16593999999999998
222,r7/1p2r3/p1pk4/3pp3/1P3p1p/2PP1P1P/1P2R1P1/4RK2 b - - 13 46,r7/4r3/pppk4/3pp3/1P3p1p/2PP1P1P/1P2R1P1/4RK2 w - - 0 47,b7b6,0.25231,0.0864,0.16590999999999997
223,4r3/pppk1prp/8/3P3n/3P1p1P/BPP2P2/P4K2/R4B2 w - - 5 26,4r3/pppk1prp/8/3P3n/3P1p1P/1PP2P2/P4K2/R1B2B2 b - - 6 26,a3c1,-0.49271,-0.65859,0.16588000000000003
224,8/p2q1kp1/Pp1P4/4P2p/2P4R/2B1K1P1/8/8 b - - 0 67,8/p4kp1/Pp1Pq3/4P2p/2P4R/2B1K1P1/8/8 w - - 1 68,d7e6,-0.05916,-0.22451,0.16535
225,8/5pp1/4p3/p1k4p/7P/1PK1PPP1/8/8 w - - 2 45,8/5pp1/4p3/p1k4p/6PP/1PK1PP2/8/8 b - - 0 45,g3g4,-0.12812,-0.29309,0.16497
226,8/1p4p1/1pk1pp2/3p3p/3P4/PP2PK1P/5PP1/8 b - - 6 43,8/1p6/1pk1pp2/3p2pp/3P4/PP2PK1P/5PP1/8 w - - 0 44,g7g5,-0.22506,-0.38997,0.16490999999999997
227,B1bn1k2/8/1p2pNp1/p3P2p/P1PP4/3K4/6P1/8 w - - 2 49,2bn1k2/8/1p2pNp1/p3P2p/P1PPB3/3K4/6P1/8 b - - 3 49,a8e4,0.60461,0.76926,0.16465000000000007
228,8/p7/4R3/2p1P3/3pk1N1/1P2b1PK/P1r5/8 b - - 1 35,8/p7/4R3/2p1P3/4k1N1/1P1pb1PK/P1r5/8 w - - 0 36,d4d3,0.37809,0.21366,0.16443
229,3Q4/3P1pk1/pp4r1/5q1p/4p3/7P/P5P1/3R2K1 w - - 0 46,3Q4/3P1pk1/pp4r1/5q1p/4p3/7P/P5P1/5RK1 b - - 1 46,d1f1,0.23523,0.07085,0.16438
230,6rk/pp6/2p2R1p/2bp4/6n1/4P1N1/PP4PP/3N3K w - - 1 28,6rk/pp3R2/2p4p/2bp4/6n1/4P1N1/PP4PP/3N3K b - - 2 28,f6f7,-0.612,-0.44767,0.16432999999999998
231,8/5R2/3r3p/7K/5PN1/6k1/3r4/8 b - - 0 46,8/5R2/3r3p/7K/5PN1/6k1/8/3r4 w - - 1 47,d2d1,0.64373,0.80781,0.16408
232,3k4/4R3/1K1Bp1p1/1P1p2n1/6P1/r7/8/8 b - - 0 57,3k4/4R3/1K1Bp1p1/1P1p2n1/6P1/2r5/8/8 w - - 1 58,a3c3,-0.26441,-0.42831,0.16390000000000005
233,8/1Qp2k1p/1p1p4/2q1r3/2P1P1p1/6P1/5PKP/2R5 w - - 12 36,8/1Qp2k1p/1p1p4/2q1r3/2P1P1p1/6PP/5PK1/2R5 b - - 0 36,h2h3,-0.09293,-0.25635,0.16342
234,1k1B4/1p3ppp/2p2n2/2P5/8/P3r2P/6P1/5R1K b - - 2 35,1k1B4/1p3ppp/2p1rn2/2P5/8/P6P/6P1/5R1K w - - 3 36,e3e6,0.50297,0.33961,0.16336
235,8/3r1kpp/RB3p2/4p3/p1P5/P2r2P1/2R2PKP/3n4 b - - 9 41,8/3r1kpp/RB3p2/4p3/p1P5/P5P1/2Rr1PKP/3n4 w - - 10 42,d3d2,-0.19761,-0.36085,0.16324
236,6k1/pp2qp1p/6p1/3p1r2/5Q2/1P3B2/P2R1K2/8 w - - 10 44,6k1/pp2qp1p/6p1/3p1r2/8/1P2QB2/P2R1K2/8 b - - 11 44,f4e3,-0.23079,-0.39345,0.16266000000000003
